130012	财务部	12	12	0	2,1200									12000	3	4	1200		
130013	财务部	13	13	0	2,1300									13000	4	4	1300		
130014	财务部	14	14	0	2,1400									14000	4	4	1400		
130015	财务部	15	15	0	2,1500									15000	4	4	1500		
130016	财务部	16	16	0	2,1600									16000	4	4	1600		
130017	财务部	17	17	0	2,1700									17000	4	4	1700		
130018	财务部	18	18	0	2,1800									18000	4	4	1800		
130019	财务部	19	19	0	2,1900									19000	4	4	1900		
130020	财务部	20	20	0	2,2000									20000	4	4	2000		
130021	财务部	21	21	0	2,2100									21000	4	5	2100		
130022	财务部	22	22	0	2,2200									22000	4	5	2200		
130023	财务部	23	23	0	2,2300									23000	4	5	2300		
130024	财务部	24	24	0	2,2400									24000	4	5	2400		
130025	财务部	25	25	0	2,2500									25000	4	5	2500		
130026	财务部	26	26	0	2,2600									26000	4	5	2600		
130027	财务部	27	27	0	2,2700									27000	4	5	2700		
130028	财务部	28	28	0	2,2800									28000	4	5	2800		
130029	财务部	29	29	0	2,2900									29000	4	5	2900		
130030	财务部	30	30	0	2,3000									30000	4	5	3000		
130031	财务部	31	31	0	2,3100									31000	4	6	3100		
130032	财务部	32	32	0	2,3200									32000	4	6	3200		
130033	财务部	33	33	0	2,3300									33000	4	6	3300		
130034	财务部	34	34	0	2,3400									34000	4	6	3400		
130035	财务部	35	35	0	2,3500									35000	4	6	3500		
130036	财务部	36	36	0	2,3600									36000	4	6	3600		
130037	财务部	37	37	0	2,3700									37000	4	6	3700		
130038	财务部	38	38	0	2,3800									38000	4	6	3800		
130039	财务部	39	39	0	2,3900									39000	4	6	3900		
130040	财务部	40	40	0	2,4000									40000	4	6	4000		
130041	财务部	41	41	0	2,4100									41000	4	7	4100		
130042	财务部	42	42	0	2,4200									42000	4	7	4200		
130043	财务部	43	43	0	2,4300									43000	4	7	4300		
130044	财务部	44	44	0	2,4400									44000	4	7	4400		
130045	财务部	45	45	0	2,4500									45000	4	7	4500		
130046	财务部	46	46	0	2,4600									46000	4	7	4600		
130047	财务部	47	47	0	2,4700									47000	4	7	4700		
130048	财务部	48	48	0	2,4800									48000	4	7	4800		
130049	财务部	49	49	0	2,4900									49000	4	7	4900		
130050	财务部	50	50	0	2,5000									50000	4	7	5000		
